#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	sampling_depth_m	elevation_m	mean_annual_temp_C	total_carbon	total_nitrogen	ph	cn_ratio	ph_category
ERR765649	ERS662675	A9083B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	29	0.9	5.4	30.9	Slightly Acidic
ERR765650	ERS662676	A9084B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	2.8	0.1	5.4	27.8	Slightly Acidic
ERR765651	ERS662677	A9085B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	43.9	1.2	4.8	35.7	Moderately Acidic
ERR765652	ERS662678	A9086B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.9	0.1	5.4	18.9	Slightly Acidic
ERR765653	ERS662679	A9087B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	45.5	1.1000000000000001	4.8	39.9	Moderately Acidic
ERR765654	ERS662680	A9088B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.4	0.1	5.9	20.1	Slightly Acidic
ERR765655	ERS662681	A9089B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	44.2	1	4.7	43.1	Moderately Acidic
ERR765656	ERS662682	A9090B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.2	0.1	5.6	22.3	Slightly Acidic
ERR765675	ERS662701	BL025B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	4.8	NA	Moderately Acidic
ERR765676	ERS662702	BL026B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.5	0.3	5.7	19.8	Slightly Acidic
ERR765677	ERS662703	BL027B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	4.9	NA	Moderately Acidic
ERR765678	ERS662704	BL028B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.5	0.3	5.9	19.8	Slightly Acidic
ERR765679	ERS662705	BL029B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	4.7	NA	Moderately Acidic
ERR765680	ERS662706	BL030B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.5	0.3	5.9	19.8	Slightly Acidic
ERR765681	ERS662707	BL031B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.7	NA	Slightly Acidic
ERR765682	ERS662708	BL032B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.4	0.3	5.8	20.6	Slightly Acidic
ERR765683	ERS662709	BL033B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.2	NA	Slightly Acidic
ERR765684	ERS662710	BL034B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.4	0.3	5.3	20.6	Slightly Acidic
ERR765685	ERS662711	BL035B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.1	NA	Slightly Acidic
ERR765686	ERS662712	BL036B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.4	0.3	5.7	20.6	Slightly Acidic
ERR765687	ERS662713	BL037B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.2	NA	Slightly Acidic
ERR765688	ERS662714	BL038B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.3	0.3	5.4	18.9	Slightly Acidic
ERR765689	ERS662715	BL039B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.3	NA	Slightly Acidic
ERR765690	ERS662716	BL040B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.3	0.3	5.9	18.9	Slightly Acidic
ERR765691	ERS662717	BL041B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.1	NA	Slightly Acidic
ERR765692	ERS662718	BL042B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.3	0.3	5.4	18.9	Slightly Acidic
ERR765693	ERS662719	BL043B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	4.5	NA	Moderately Acidic
ERR765694	ERS662720	BL044B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	6.3	0.3	5.5	20.3	Slightly Acidic
ERR765695	ERS662721	BL045B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	5.3	NA	Slightly Acidic
ERR765696	ERS662722	BL046B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	6.3	0.3	5.5	20.3	Slightly Acidic
ERR765697	ERS662723	BL047B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1350	11.2	NA	NA	4.9	NA	Moderately Acidic
ERR765698	ERS662724	BL048B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	6.3	0.3	6	20.3	Slightly Acidic
ERR765699	ERS662725	BR049B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	41.6	1.6	5.4	25.5	Slightly Acidic
ERR765700	ERS662726	BR050B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	8.5	0.3	5.9	25.3	Slightly Acidic
ERR765701	ERS662727	BR051B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	38.6	1.4	4.3	27	Moderately Acidic
ERR765702	ERS662728	BR052B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	7.8	0.3	5.2	25.1	Slightly Acidic
ERR765703	ERS662729	BR053B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	39	1.3	4.4	30.4	Moderately Acidic
ERR765704	ERS662730	BR054B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.2	0.2	5.3	24.9	Slightly Acidic
ERR765705	ERS662731	BR055B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	26.4	1.1000000000000001	5.7	23.6	Slightly Acidic
ERR765706	ERS662732	BR056B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.7	0.3	6.1	20.9	Slightly Acidic
ERR765707	ERS662733	BR057B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	35.1	1.2	5	28.1	Slightly Acidic
ERR765708	ERS662734	BR058B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.7	0.3	6.3	20.9	Slightly Acidic
ERR765709	ERS662735	BR059B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	27.8	1.2	5.9	24	Slightly Acidic
ERR765710	ERS662736	BR060B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.7	0.3	6.1	20.9	Slightly Acidic
ERR765711	ERS662737	BR061B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	16.399999999999999	0.6	5.8	27.1	Slightly Acidic
ERR765712	ERS662738	BR062B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.7	0.3	5.5	20.7	Slightly Acidic
ERR765713	ERS662739	BR063B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	19.2	0.7	4.8	26.8	Moderately Acidic
ERR765714	ERS662740	BR064B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.9	0.3	5.4	19.1	Slightly Acidic
ERR765715	ERS662741	BR065B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	27.1	1.1000000000000001	5.6	25.1	Slightly Acidic
ERR765716	ERS662742	BR066B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.1	0.3	5.8	19.1	Slightly Acidic
ERR765717	ERS662743	BR067B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	39.200000000000003	1.2	5	31.6	Slightly Acidic
ERR765718	ERS662744	BR068B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.7	0.3	6	23.4	Slightly Acidic
ERR765719	ERS662745	BR069B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	33.299999999999997	1.4	6.3	23.7	Slightly Acidic
ERR765720	ERS662746	BR070B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	8	0.4	6.7	20	Neutral
ERR765721	ERS662747	BR071B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	42.8	1.4	5.6	30.7	Slightly Acidic
ERR765722	ERS662748	BR072B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	7	0.3	6.3	22.4	Slightly Acidic
ERR765723	ERS662749	JE085B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.5	1.3	3.7	34.6	Moderately Acidic
ERR765724	ERS662750	JE086B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	15.9	Slightly Acidic
ERR765725	ERS662751	JE087B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.5	1.3	3.7	34.6	Moderately Acidic
ERR765726	ERS662752	JE088B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	15.9	Slightly Acidic
ERR765727	ERS662753	JE090B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	3	0.2	5	16.4	Slightly Acidic
ERR765728	ERS662754	JE092B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	3	0.2	5	16.4	Slightly Acidic
ERR765729	ERS662755	JE093B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	40.5	1.3	3.7	32.3	Moderately Acidic
ERR765730	ERS662756	JE094B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.9	0.2	5	15.9	Slightly Acidic
ERR765731	ERS662757	JE095B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	40.5	1.3	3.7	32.3	Moderately Acidic
ERR765732	ERS662758	JE096B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.9	0.2	5	15.9	Slightly Acidic
ERR765733	ERS662759	JE098B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.6	Slightly Acidic
ERR765734	ERS662760	JE100B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.6	Slightly Acidic
ERR765735	ERS662761	JE101B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.5	1.2	3.6	32.7	Moderately Acidic
ERR765736	ERS662762	JE102B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.1	0.2	5.1	13.5	Slightly Acidic
ERR765737	ERS662763	JE103B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.5	1.2	3.6	32.7	Moderately Acidic
ERR765738	ERS662764	JE104B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.1	0.2	5.1	13.5	Slightly Acidic
ERR765739	ERS662765	JE105B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.4	1.3	3.8	33.8	Moderately Acidic
ERR765740	ERS662766	JE106B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.4	0.2	5.1	13.9	Slightly Acidic
ERR765741	ERS662767	JE107B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.4	1.3	3.8	33.8	Moderately Acidic
ERR765742	ERS662768	JE108B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.4	0.2	5.1	13.9	Slightly Acidic
ERR765743	ERS662769	JE110B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.9	Slightly Acidic
ERR765744	ERS662770	JE112B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.9	Slightly Acidic
ERR765745	ERS662771	JE113B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.6	1.4	3.7	31.6	Moderately Acidic
ERR765746	ERS662772	JE114B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	16.1	Slightly Acidic
ERR765747	ERS662773	JE115B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.6	1.4	3.7	31.6	Moderately Acidic
ERR765748	ERS662774	JE116B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	16.1	Slightly Acidic
ERR765749	ERS662775	JE117B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	39.6	1.3	3.8	33.5	Moderately Acidic
ERR765750	ERS662776	JE118B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.5	0.2	4.9	15.3	Moderately Acidic
ERR765751	ERS662777	JE119B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	39.6	1.3	3.8	33.5	Moderately Acidic
ERR765752	ERS662778	JE120B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.5	0.2	4.9	15.3	Moderately Acidic
ERR765753	ERS662779	JE121B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	43.2	1.4	3.6	30.8	Moderately Acidic
ERR765754	ERS662780	JE122B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.4	0.2	4.9	16.4	Moderately Acidic
ERR765755	ERS662781	JE123B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.1	1.2	3.7	30.8	Moderately Acidic
ERR765756	ERS662782	JE124B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.8	0.2	4.9	17.8	Moderately Acidic
ERR765757	ERS662783	JE125B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.9	1.3	3.6	29.8	Moderately Acidic
ERR765758	ERS662784	JE126B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.7	0.1	4.8	16.4	Moderately Acidic
ERR765759	ERS662785	JS043B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	44.5	1.1000000000000001	4	39.6	Moderately Acidic
ERR765760	ERS662786	JS044B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.2	27.1	Slightly Acidic
ERR765761	ERS662787	JS045B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	44.5	1.1000000000000001	4	39.6	Moderately Acidic
ERR765762	ERS662788	JS046B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.2	27.1	Slightly Acidic
ERR765763	ERS662789	JS048B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.5	26.6	Slightly Acidic
ERR765764	ERS662790	JS050B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.5	26.6	Slightly Acidic
ERR765765	ERS662791	JS051B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.1	1.1000000000000001	3.9	38.9	Moderately Acidic
ERR765766	ERS662792	JS052B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.6	0	5.3	26	Slightly Acidic
ERR765767	ERS662793	JS053B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.1	1.1000000000000001	3.9	38.9	Moderately Acidic
ERR765768	ERS662794	JS054B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.6	0	5.3	26	Slightly Acidic
ERR765769	ERS662795	JS056B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	12.7	0.3	5.1	31.3	Slightly Acidic
ERR765770	ERS662796	JS058B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	12.7	0.3	5.1	31.3	Slightly Acidic
ERR765771	ERS662797	JS059B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	42.7	1	4	42.6	Moderately Acidic
ERR765772	ERS662798	JS060B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1.2	0.1	5.3	25.6	Slightly Acidic
ERR765773	ERS662799	JS061B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	NA	NA	NA	NA	NA
ERR765774	ERS662800	JS062B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1.2	0.1	5.3	25.6	Slightly Acidic
ERR765775	ERS662801	JS063B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	46.5	1.2	4.1	40.7	Moderately Acidic
ERR765776	ERS662802	JS064B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0	5.2	24.1	Slightly Acidic
ERR765777	ERS662803	JS065B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	46.5	1.2	4.1	40.7	Moderately Acidic
ERR765778	ERS662804	JS066B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0	5.2	24.1	Slightly Acidic
ERR765779	ERS662805	JS068B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.2	26.8	Slightly Acidic
ERR765780	ERS662806	JS072B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.3	24.1	Slightly Acidic
ERR765781	ERS662807	JS074B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.3	24.1	Slightly Acidic
ERR765782	ERS662808	JS075B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.4	1.1000000000000001	3.9	40	Moderately Acidic
ERR765783	ERS662809	JS076B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.3	23	Slightly Acidic
ERR765784	ERS662810	JS077B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.4	1.1000000000000001	3.9	40	Moderately Acidic
ERR765785	ERS662811	JS078B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.3	23	Slightly Acidic
ERR765786	ERS662812	JS079B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	45.7	1.3	3.7	36.6	Moderately Acidic
ERR765787	ERS662813	JS080B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0.1	5.2	16.4	Slightly Acidic
ERR765788	ERS662814	JS082B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0	5.1	23.8	Slightly Acidic
ERR765789	ERS662815	JS083B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	44.6	1.2	3.6	35.9	Moderately Acidic
ERR765790	ERS662816	JS084B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1.2	0.1	5	23.2	Slightly Acidic
ERR765791	ERS662817	JW002B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.2000000000000002	0.1	5.4	17.8	Slightly Acidic
ERR765792	ERS662818	JW003B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	38.299999999999997	1.1000000000000001	4.1	37.3	Moderately Acidic
ERR765793	ERS662819	JW004B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.2000000000000002	0.1	5.4	17.8	Slightly Acidic
ERR765794	ERS662820	JW005B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.4	1.1000000000000001	4.2	33	Moderately Acidic
ERR765795	ERS662821	JW006B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.7	0.2	5.3	16	Slightly Acidic
ERR765796	ERS662822	JW007B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.4	1.1000000000000001	4.2	33	Moderately Acidic
ERR765797	ERS662823	JW008B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.7	0.2	5.3	16	Slightly Acidic
ERR765798	ERS662824	JW010B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	1.5	0.1	5.5	15.6	Slightly Acidic
ERR765799	ERS662825	JW012B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	1.5	0.1	5.5	15.6	Slightly Acidic
ERR765800	ERS662826	JW013B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	38.1	1.1000000000000001	4.1	36.6	Moderately Acidic
ERR765801	ERS662827	JW014B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	1.5	0.1	5.5	15.6	Slightly Acidic
ERR765802	ERS662828	JW015B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.9	1.2	4.2	30.8	Moderately Acidic
ERR765803	ERS662829	JW016B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.6	0.2	5.4	16.2	Slightly Acidic
ERR765804	ERS662830	JW017B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.9	1.2	4.2	30.8	Moderately Acidic
ERR765805	ERS662831	JW018B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.6	0.2	5.4	16.2	Slightly Acidic
ERR765806	ERS662832	JW019B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.9	1.2	4.2	30.8	Moderately Acidic
ERR765807	ERS662833	JW020B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.6	0.2	5.4	16.2	Slightly Acidic
ERR765808	ERS662834	JW021B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	34.6	1.1000000000000001	4.1	30.1	Moderately Acidic
ERR765809	ERS662835	JW022B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.1	0.2	5.3	14.8	Slightly Acidic
ERR765810	ERS662836	JW023B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	34.6	1.1000000000000001	4.1	30.1	Moderately Acidic
ERR765811	ERS662837	JW024B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.1	0.2	5.3	14.8	Slightly Acidic
ERR765812	ERS662838	JW026B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.1	0.2	4.1	14.8	Moderately Acidic
ERR765813	ERS662839	JW027B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	33.799999999999997	1	4.4	32.8	Moderately Acidic
ERR765814	ERS662840	JW028B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.3	0.3	5.3	13.6	Slightly Acidic
ERR765815	ERS662841	JW029B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	33.799999999999997	1	4.4	32.8	Moderately Acidic
ERR765816	ERS662842	JW030B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.3	0.3	5.3	13.6	Slightly Acidic
ERR765817	ERS662843	JW031B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	37.6	1.1000000000000001	4	33.6	Moderately Acidic
ERR765818	ERS662844	JW032B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3	0.4	5.1	13.9	Slightly Acidic
ERR765819	ERS662845	JW033B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	37.6	1.1000000000000001	4	33.6	Moderately Acidic
