#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	sampling_depth_m	elevation_m	mean_annual_temp_C	total_carbon	total_nitrogen	ph	cn_ratio	ph_category	cn_category	env_feature	env_material	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	cn_category_per_dataset
ERR765764	ERS662790	JS050B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.5	26.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765765	ERS662791	JS051B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.1	1.1000000000000001	3.9	38.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765766	ERS662792	JS052B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.6	0	5.3	26	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765767	ERS662793	JS053B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.1	1.1000000000000001	3.9	38.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765768	ERS662794	JS054B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.6	0	5.3	26	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765769	ERS662795	JS056B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	12.7	0.3	5.1	31.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765770	ERS662796	JS058B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	12.7	0.3	5.1	31.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765771	ERS662797	JS059B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	42.7	1	4	42.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765772	ERS662798	JS060B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1.2	0.1	5.3	25.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765774	ERS662800	JS062B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1.2	0.1	5.3	25.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765775	ERS662801	JS063B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	46.5	1.2	4.1	40.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765776	ERS662802	JS064B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0	5.2	24.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765777	ERS662803	JS065B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	46.5	1.2	4.1	40.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765778	ERS662804	JS066B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0	5.2	24.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765779	ERS662805	JS068B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.2	26.8	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765780	ERS662806	JS072B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.3	24.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765781	ERS662807	JS074B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.3	24.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765782	ERS662808	JS075B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.4	1.1000000000000001	3.9	40	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765783	ERS662809	JS076B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.3	23	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765784	ERS662810	JS077B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	43.4	1.1000000000000001	3.9	40	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765785	ERS662811	JS078B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.3	23	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765786	ERS662812	JS079B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	45.7	1.3	3.7	36.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765787	ERS662813	JS080B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0.1	5.2	16.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765788	ERS662814	JS082B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1	0	5.1	23.8	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765789	ERS662815	JS083B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	44.6	1.2	3.6	35.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765790	ERS662816	JS084B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	1.2	0.1	5	23.2	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765791	ERS662817	JW002B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.2000000000000002	0.1	5.4	17.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765792	ERS662818	JW003B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	38.299999999999997	1.1000000000000001	4.1	37.3	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765793	ERS662819	JW004B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.2000000000000002	0.1	5.4	17.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765794	ERS662820	JW005B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.4	1.1000000000000001	4.2	33	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765795	ERS662821	JW006B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.7	0.2	5.3	16	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765796	ERS662822	JW007B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.4	1.1000000000000001	4.2	33	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765797	ERS662823	JW008B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.7	0.2	5.3	16	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765798	ERS662824	JW010B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	1.5	0.1	5.5	15.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765799	ERS662825	JW012B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	1.5	0.1	5.5	15.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765800	ERS662826	JW013B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	38.1	1.1000000000000001	4.1	36.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765801	ERS662827	JW014B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	1.5	0.1	5.5	15.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765802	ERS662828	JW015B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.9	1.2	4.2	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765803	ERS662829	JW016B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.6	0.2	5.4	16.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765804	ERS662830	JW017B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.9	1.2	4.2	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765805	ERS662831	JW018B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.6	0.2	5.4	16.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765806	ERS662832	JW019B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	36.9	1.2	4.2	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765807	ERS662833	JW020B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.6	0.2	5.4	16.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765808	ERS662834	JW021B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	34.6	1.1000000000000001	4.1	30.1	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765809	ERS662835	JW022B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.1	0.2	5.3	14.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765810	ERS662836	JW023B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	34.6	1.1000000000000001	4.1	30.1	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765811	ERS662837	JW024B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.1	0.2	5.3	14.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765812	ERS662838	JW026B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.1	0.2	4.1	14.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765813	ERS662839	JW027B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	33.799999999999997	1	4.4	32.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765814	ERS662840	JW028B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.3	0.3	5.3	13.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765815	ERS662841	JW029B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	33.799999999999997	1	4.4	32.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765816	ERS662842	JW030B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3.3	0.3	5.3	13.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765817	ERS662843	JW031B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	37.6	1.1000000000000001	4	33.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765818	ERS662844	JW032B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3	0.4	5.1	13.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765819	ERS662845	JW033B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	37.6	1.1000000000000001	4	33.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765820	ERS662846	JW034B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	3	0.4	5.1	13.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765821	ERS662847	JW035B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	35.200000000000003	1.1000000000000001	4.3	32.5	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765822	ERS662848	JW036B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.7	0.5	5.4	11.1	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765823	ERS662849	JW037B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.1	228	4.4	35.200000000000003	1.1000000000000001	4.3	32.5	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765824	ERS662850	JW038B	JPON	Ontario	JW	Forest Soil	16S rRNA	V1-V3	2011-07-07	0.3	228	4.4	2.7	0.5	5.4	11.1	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765827	ERS662853	LH001B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	44.8	1	3.7	44.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765828	ERS662854	LH002B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	4.8	0.2	5.2	29.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765829	ERS662855	LH003B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	43.3	0.9	3.6	46.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765830	ERS662856	LH004B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	6.5	0.2	5.3	32.8	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765831	ERS662857	LH005B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	40.4	1.1000000000000001	3.9	35.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765832	ERS662858	LH006B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	4.8	0.2	5.5	25.2	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765833	ERS662859	LH007B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	25.8	0.8	4.6	34.2	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765834	ERS662860	LH008B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	3.6	0.2	6	22.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765835	ERS662861	LH009B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	33.799999999999997	1	4.5	33.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765836	ERS662862	LH010B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	3.6	0.2	5.9	22.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765837	ERS662863	LH011B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	29.1	0.8	4.2	34.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765838	ERS662864	LH012B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	3.6	0.2	5.7	22.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765839	ERS662865	LH013B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	36.4	1.1000000000000001	5.1	34.1	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765840	ERS662866	LH014B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	3.9	0.2	5	21.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765842	ERS662868	LH016B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	4.3	0.2	6.3	19.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765843	ERS662869	LH017B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	39.5	0.9	5	42.1	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765844	ERS662870	LH018B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	3.6	0.2	6	20.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765845	ERS662871	LH019B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	39.700000000000003	1.3	5.6	31	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765846	ERS662872	LH020B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	4.0999999999999996	0.2	6.6	19.1	Neutral	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765847	ERS662873	LH021B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	31.3	0.9	4.9	35.1	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765848	ERS662874	LH022B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	4.5999999999999996	0.2	6.1	21.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765849	ERS662875	LH023B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.1	1268	11.2	43	1.3	5.7	32	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765850	ERS662876	LH024B	PPCA	California	LH	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1268	11.2	5.6	0.3	6.5	22.5	Neutral	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765851	ERS662877	TXA001B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.1000000000000001	0.1	5	18.5	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765852	ERS662878	TXA002B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.1000000000000001	0.1	4.7	18.5	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765853	ERS662879	TXA003B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.1000000000000001	0.1	4.6	18.5	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765854	ERS662880	TXA004B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	12.6	0.5	4.7	26.7	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765855	ERS662881	TXA005B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	11.5	0.4	4.7	28.7	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765856	ERS662882	TXA006B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	8.8000000000000007	0.4	5	23.7	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765857	ERS662883	TXA007B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.1000000000000001	0.1	4.7	18.5	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765858	ERS662884	TXA008B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.1000000000000001	0.1	4.8	18.5	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765859	ERS662885	TXA009B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.1000000000000001	0.1	5.1	18.5	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765863	ERS662889	TXA013B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.2	0.1	4.6	23.9	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765864	ERS662890	TXA014B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.2	0.1	5	23.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765865	ERS662891	TXA015B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.2	0.1	4.3	23.9	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765866	ERS662892	TXA016B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	22.6	0.8	4.5	28	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765867	ERS662893	TXA017B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	13.1	0.6	5.7	23.2	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765869	ERS662895	TXA019B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.2	0.1	4.6	23.9	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765870	ERS662896	TXA021B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	1.2	0.1	5.1	23.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765874	ERS662900	TXA025B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.8	0	4.6	17.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765875	ERS662901	TXA026B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.8	0	4.5	17.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765876	ERS662902	TXA027B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.8	0	4.4	17.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765877	ERS662903	TXA028B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	9.9	0.4	NA	24.4	NA	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765879	ERS662905	TXA030B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	13.5	0.5	4.4	29.3	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765880	ERS662906	TXA031B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.8	0	5.3	17.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765881	ERS662907	TXA032B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.8	0	4.6	17.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765882	ERS662908	TXA033B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.3	88	19	0.8	0	4.5	17.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765889	ERS662915	TXA040B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	17.600000000000001	0.6	4.7	31	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765890	ERS662916	TXA041B	LPTX	Texas	TXA	Forest Soil	16S rRNA	V1-V3	2012-03-12	0.1	88	19	21	0.7	4.4	28	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
