#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	sampling_depth_m	elevation_m	mean_annual_temp_C	total_carbon	total_nitrogen	ph	cn_ratio	ph_category	cn_category	env_feature	env_material	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	cn_category_per_dataset
ERR1226456	ERS1040331	DC223B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	38.799999999999997	1	5.5	39.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226457	ERS1040332	DC224B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	38.799999999999997	1	5.5	39.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226458	ERS1040333	DC225B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	38.799999999999997	1	5.5	39.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226459	ERS1040334	DC226B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.6	0.1	5.5	21.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226460	ERS1040335	DC227B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.6	0.1	5.5	21.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226461	ERS1040336	DC228B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.6	0.1	5.5	21.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226462	ERS1040337	DC229B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	36.700000000000003	1.1000000000000001	5.9	33.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226463	ERS1040338	DC230B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	36.700000000000003	1.1000000000000001	5.9	33.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226464	ERS1040339	DC231B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	36.700000000000003	1.1000000000000001	5.9	33.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226465	ERS1040340	DC232B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.8	0.1	5.9	19.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226466	ERS1040341	DC233B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.8	0.1	5.9	19.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226467	ERS1040342	DC234B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.8	0.1	5.9	19.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226468	ERS1040343	DC235B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	44.3	1.1000000000000001	5	41.4	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226469	ERS1040344	DC236B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	44.3	1.1000000000000001	5	41.4	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226470	ERS1040345	DC237B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.1	1150	2.5	44.3	1.1000000000000001	5	41.4	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226471	ERS1040346	DC238B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.2999999999999998	0.1	5.2	23.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226472	ERS1040347	DC239B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.2999999999999998	0.1	5.2	23.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226473	ERS1040348	DC240B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	2010-06-25	0.3	1150	2.5	2.2999999999999998	0.1	5.2	23.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226474	ERS1040349	LL001B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	24.3	0.8	4.7	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226475	ERS1040350	LL002B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	24.3	0.8	4.7	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226476	ERS1040351	LL003B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	24.3	0.8	4.7	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226477	ERS1040352	LL004B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	4.7	22.1	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226478	ERS1040353	LL005B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	4.7	22.1	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226479	ERS1040354	LL006B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	4.7	22.1	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226480	ERS1040355	LL007B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	27.6	0.8	4.5	33.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226481	ERS1040356	LL008B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	27.6	0.8	4.5	33.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226482	ERS1040357	LL009B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	27.6	0.8	4.5	33.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226483	ERS1040358	LL010B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	4.8	19.3	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226484	ERS1040359	LL011B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	4.8	19.3	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226485	ERS1040360	LL012B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	4.8	19.3	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226486	ERS1040361	LL016B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.7	0.1	5.1	20.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226487	ERS1040362	LL017B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.7	0.1	5.1	20.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226488	ERS1040363	LL018B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.7	0.1	5.1	20.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226489	ERS1040364	LL019B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	36	0.8	4.6	43.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226490	ERS1040365	LL020B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	36	0.8	4.6	43.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226491	ERS1040366	LL021B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	36	0.8	4.6	43.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226492	ERS1040367	LL022B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	4.6	23.4	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226493	ERS1040368	LL023B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	4.6	23.4	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226494	ERS1040369	LL024B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	4.6	23.4	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226495	ERS1040370	LL025B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	27.5	0.8	4.5	34.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226496	ERS1040371	LL026B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	27.5	0.8	4.5	34.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226497	ERS1040372	LL027B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	27.5	0.8	4.5	34.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226498	ERS1040373	LL028B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.5	0.1	4.9	21.1	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226499	ERS1040374	LL029B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.5	0.1	4.9	21.1	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226500	ERS1040375	LL030B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.5	0.1	4.9	21.1	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226501	ERS1040376	LL034B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.3	0.1	4.8	21.8	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226502	ERS1040377	LL035B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.3	0.1	4.8	21.8	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226503	ERS1040378	LL036B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.3	0.1	4.8	21.8	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226504	ERS1040379	LL037B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	31.3	1	4.7	31.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226505	ERS1040380	LL038B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	31.3	1	4.7	31.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226506	ERS1040381	LL039B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	31.3	1	4.7	31.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226507	ERS1040382	LL040B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.9	0.1	5	20.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226508	ERS1040383	LL041B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.2	0.1	5	16.7	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226509	ERS1040384	LL042B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.4	0.1	5	17.5	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226510	ERS1040385	LL043B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	30.2	0.8	4.4	36.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226511	ERS1040386	LL044B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	30.2	0.8	4.4	36.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226512	ERS1040387	LL045B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	30.2	0.8	4.4	36.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226513	ERS1040388	LL046B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	5	21	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226514	ERS1040389	LL047B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	5	21	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226515	ERS1040390	LL048B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	5	21	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226516	ERS1040391	LL052B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.4	0.1	5.1	22.8	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226517	ERS1040392	LL053B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.4	0.1	5.1	22.8	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226518	ERS1040393	LL054B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.4	0.1	5.1	22.8	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226519	ERS1040394	LL055B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	37.799999999999997	1	4.4	36.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226520	ERS1040395	LL056B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	37.799999999999997	1	4.4	36.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226521	ERS1040396	LL057B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.1	780	3.3	37.799999999999997	1	4.4	36.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226522	ERS1040397	LL058B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	4.9	22.3	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226523	ERS1040398	LL059B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	4.9	22.3	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226524	ERS1040399	LL060B	SBSBC	British Columbia	LL	Forest Soil	16S rRNA	V1-V3	2008-07-09	0.3	780	3.3	1.6	0.1	4.9	22.3	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR1226576	ERS1040451	SL121B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	20.7	0.6	5.2	35	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226577	ERS1040452	SL122B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	20.7	0.6	5.2	35	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226578	ERS1040453	SL123B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	20.7	0.6	5.2	35	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226579	ERS1040454	SL124B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.9	0.1	5.4	18.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226580	ERS1040455	SL125B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.9	0.1	5.4	18.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226581	ERS1040456	SL126B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.9	0.1	5.4	18.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226582	ERS1040457	SL127B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	22.3	0.6	5.1	38.4	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226583	ERS1040458	SL128B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	22.3	0.6	5.1	38.4	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226584	ERS1040459	SL129B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	22.3	0.6	5.1	38.4	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226585	ERS1040460	SL130B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1	0.1	5.5	19.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226586	ERS1040461	SL131B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1	0.1	5.5	19.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226587	ERS1040462	SL132B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1	0.1	5.5	19.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226588	ERS1040463	SL133B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	18.8	0.5	5.3	36.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226589	ERS1040464	SL134B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	18.8	0.5	5.3	36.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226590	ERS1040465	SL135B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	18.8	0.5	5.3	36.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226591	ERS1040466	SL136B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.8	0.1	5.6	16.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226592	ERS1040467	SL137B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.8	0.1	5.6	16.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226593	ERS1040468	SL138B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.8	0.1	5.6	16.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226594	ERS1040469	SL139B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	17.5	0.5	5.2	34.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226595	ERS1040470	SL140B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	17.5	0.5	5.2	34.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226596	ERS1040471	SL141B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	17.5	0.5	5.2	34.3	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226597	ERS1040472	SL142B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.9	0.1	5.5	18.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226598	ERS1040473	SL143B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.9	0.1	5.5	18.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226599	ERS1040474	SL144B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	0.9	0.1	5.5	18.2	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226600	ERS1040475	SL145B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	19.899999999999999	0.5	5.4	39	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226601	ERS1040476	SL146B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	19.899999999999999	0.5	5.4	39	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226602	ERS1040477	SL147B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	19.899999999999999	0.5	5.4	39	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226603	ERS1040478	SL148B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1.4	0.1	5.6	19.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226604	ERS1040479	SL149B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1.4	0.1	5.6	19.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226605	ERS1040480	SL150B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1.4	0.1	5.6	19.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226606	ERS1040481	SL152B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	17.899999999999999	0.5	5.2	33.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226607	ERS1040482	SL153B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.1	1050	3.8	17.899999999999999	0.5	5.2	33.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR1226608	ERS1040483	SL154B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1.1000000000000001	0.1	5.5	17.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226609	ERS1040484	SL155B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1.1000000000000001	0.1	5.5	17.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR1226610	ERS1040485	SL156B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	2009-08-14	0.3	1050	3.8	1.1000000000000001	0.1	5.5	17.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
